,id,title,company.display_name,location.display_name,salary_min,salary_max,created,category.label,description,redirect_url,timestamp
23,5296193664,Systems/Network Administrator,Center for Justice Innovation,"Chelsea and Clinton, Manhattan",89000.0,110000.0,2025-07-10T15:12:47Z,IT Jobs,"THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",https://www.adzuna.com/details/5296193664?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
24,5295054607,Senior Business Intelligence Analyst,Oura,"New York City, New York",139000.0,244000.0,2025-07-09T22:11:25Z,IT Jobs,"Our mission at Oura is to empower every person to own their inner potential. Our award-winning products help our global community gain a deeper knowledge of their readiness, activity, and sleep quality by using their Oura Ring and its connected app. By providing daily insights and practical steps to inspire healthy lifestyles, we've helped hundreds of thousands of people understand and improve their health. For us, empowering the world starts with living our values and empowering our team. As a…",https://www.adzuna.com/details/5295054607?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
25,5294738023,Data Quality Sr Analyst,Citigroup,"New York City, New York",104954.2,104954.2,2025-07-09T17:12:42Z,IT Jobs,"Citibank, N.A. seeks a Data Analyst Senior Analyst for its New York, New York location. Duties: Create and execute data strategy to improve data trustworthiness and usage for Citi U.S. Consumer Bank business. Work in partnership with the business process owners, data providers, data custodians, and other stakeholders to define and promote data steward strategy. Adhere to Citi Data Governance Policy (CDGP) to maximize data value for business use. Act as the subject matter expert on CDGP, providi…",https://www.adzuna.com/details/5294738023?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
26,5294124684,Product Manager,Center for Justice Innovation,"New York City, New York",98500.0,130000.0,2025-07-09T15:24:56Z,IT Jobs,"THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",https://www.adzuna.com/details/5294124684?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
27,5290685088,Systems/Network Administrator,Center for Justice Innovation,"Manhattan, New York City",85615.05,85615.05,2025-07-07T14:58:08Z,IT Jobs,"THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",https://www.adzuna.com/details/5290685088?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
28,5289792770,Technical Onboarding Engineer,Sigma Computing,"New York City, New York",125000.0,150000.0,2025-07-07T02:03:09Z,IT Jobs,"Overview: At Sigma, we believe that a seamless onboarding experience is key to unlocking the full potential of our platform. As an Onboarding Engineer, you will be the trusted guide for new customers, helping them implement their first use case, adopt Sigma’s best practices, and become self-sufficient power users. You’ll collaborate closely with Sales, Customer Success, Technical Support and Product teams to ensure every customer’s journey is smooth, impactful, and tailored to their needs. In t…",https://www.adzuna.com/details/5289792770?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
29,5289718405,Principal Data Security Analyst - Data Classification & Governance,Okta,"New York City, New York",142569.67,142569.67,2025-07-07T00:52:20Z,IT Jobs,"Get to know Okta Okta is The World’s Identity Company. We free everyone to safely use any technology, anywhere, on any device or app. Our flexible and neutral products, Okta Platform and Auth0 Platform, provide secure access, authentication, and automation, placing identity at the core of business security and growth. At Okta, we celebrate a variety of perspectives and experiences. We are not looking for someone who checks every single box - we’re looking for lifelong learners and people who ca…",https://www.adzuna.com/details/5289718405?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
30,5288654941,Senior Financial Systems Analyst,Amalgamated Bank Of Ny,"Chelsea and Clinton, Manhattan",150000.0,165000.0,2025-07-06T02:59:01Z,IT Jobs,"Amalgamated Bank is seeking a Senior Financial Systems Analyst to join our Finance Data & Analytics team. This role is critical in driving data integrity, financial reporting automation, and strategic insights across the organization. The ideal candidate is a systems-savvy problem solver with deep expertise in financial data, reporting tools, and cross-functional collaboration. By joining our team, you’ll be joining a Bank that believes that that maintaining a diverse and inclusive workplace wh…",https://www.adzuna.com/details/5288654941?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
31,5288625445,Data Analyst,vive,"Manhattan, New York City",90000.0,130000.0,2025-07-06T02:20:53Z,IT Jobs,"Data Analyst Department: Engineering Reports to: Engineering Manager Full Time – Exempt (Salary) Salary Range: $90,000-$130,000 Location: Remote Company Description: Revive offers technology solutions to help brands maximize inventory productivity via data-driven refurbishment services. We are creating circular & sustainable collections with brand partners by extending the life of every garment we touch. Revive’s focus on technology, innovation, and sustainability is changing how consumers and …",https://www.adzuna.com/details/5288625445?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
32,5288499848,Business Operations Manager,Firstbase.io,"New York City, New York",120000.0,150000.0,2025-07-06T00:51:29Z,IT Jobs,"About Firstbase Tens of thousands of businesses — from newly incorporated startups to public enterprises — rely on Firstbase to streamline compliance, finance, analytics, and every part of the back office. It is one platform to run your entire company. Our goal is to make running a business feel like magic. We make it possible by owning the general ledger and unifying data across all business functions. Compliance tasks are flagged — and often resolved — automatically. Real-time business metric…",https://www.adzuna.com/details/5288499848?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
33,5288455541,Conversation AI Product Manager,Newrez,"New York City, New York",104502.55,104502.55,2025-07-06T00:39:10Z,IT Jobs,"Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications. We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation. POSITION SUMMARY We're seeking a visionary Sr Product Manager to spearhead our Conversational Artificial (AI) strategy for Lending and Servicing. In this role, …",https://www.adzuna.com/details/5288455541?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
34,5287041701,Microsoft Dynamics/ERP Data Analyst (Onsite),Do & Co,"Queens, New York City",100000.0,125000.0,2025-07-05T04:14:19Z,IT Jobs,"We have an incredible opportunity for a dynamic Microsoft Dynamics 365/ERP Data Analyst to join our growing New York Team onsite! About DO & CO We have a passion for hospitality culinary delights on every banquet floor and in the sky. With the three business segments of Airline Catering, International Event Catering, and Restaurants, Lounges & Hotels, we offer gourmet entertainment all over the world. We operate in 32 locations, 12 countries and 3 Continents, maintaining the highest standard of…",https://www.adzuna.com/details/5287041701?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
35,5285656753,"Technical (Data) Business Lead Analyst - Vice President - Rutherford, NJ",Citigroup,"Rutherford, Bergen County",131443.1,131443.1,2025-07-04T14:46:12Z,IT Jobs,"Job Description The IT/Technical (Data) Business Lead Analyst is a senior-level position responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the Technology team. The overall objective of this role is to contribute to continuous iterative exploration and investigation of business performance and other measures to gain insight and drive business planning. The role also requires extensive Data E…",https://www.adzuna.com/details/5285656753?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
36,5284793927,Data Analyst,"AmTrust Financial Services, Inc.","Jersey City, Hudson County",86962.47,86962.47,2025-07-04T10:22:03Z,IT Jobs,"ANV Global Services, Inc. (ANV), a fast-growing MGA specialized in financial lines insurance, requires a professional with extensive experience with requirements gathering, data, analytics, and management information delivery. The role includes maintenance and enhancement of pricing engines for ANV´s various lines of business, improved efficiency through data mapping and integration as well as enhanced decision making through the development of automated management information and data analysis…",https://www.adzuna.com/details/5284793927?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
37,5283925189,"Manager, Product Management, AI/ML Platform Infrastructure",Capital One,"Richmond Hill, Queens",144000.0,164400.0,2025-07-04T03:52:43Z,IT Jobs,"Manager, Product Management, AI/ML Platform Infrastructure Manager, Product Management (PXDP50) Product Management at Capital One is a booming, vibrant craft that requires reimagining the status quo, finding value creation opportunities, and driving innovative and sustainable customer experiences through technology. We believe our portfolio of businesses and investments in growth and transformation will result in a company with the scale, brand, capabilities, talent, and values to succeed as th…",https://www.adzuna.com/details/5283925189?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
38,5283467106,Data Science Analyst III - Mount Sinai Health Partners,Mount Sinai Health System,"Grand Central, Manhattan",109164.24,109164.24,2025-07-04T01:55:02Z,IT Jobs,"Description The Data Science Analyst III is a senior role, collaborating with stakeholders from across the organization to develop sophisticated analytics to provide information, insights and BI (Business Intelligence) solutions that contribute to sound strategic planning, decision-making, goal setting, and effective performance measurement. The Data Science Analyst III demonstrates sound and a more advanced understanding of the healthcare domain, technical data manipulation and analytic develo…",https://www.adzuna.com/details/5283467106?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
39,5283404923,Senior Product Designer,Recidiviz,"Oakland Gardens, Queens",125033.11,125033.11,2025-07-04T01:42:59Z,IT Jobs,"Location: Remote, New York City, or Oakland, CA Role Type: Full-time Compensation : $124,900 Visa sponsorship: Not available Hires remotely in: United States Experience: 7 years of experience in product design or UX FOR WELLFOUND CANDIDATES ONLY: Please do not apply via Wellfound - you will miss the application questions. Instead, please apply directly here: https://job-boards.greenhouse.io/recidiviz/jobs/4580625006 Recidiviz is thrilled to be hiring a Sr. Product Designer to join our team! We’…",https://www.adzuna.com/details/5283404923?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
40,5283372337,"Senior Data Engineer, Finance",SeatGeek,"New York City, New York",140000.0,200000.0,2025-07-04T01:39:04Z,IT Jobs,"SeatGeek believes live events are powerful experiences that unite humans. With our technological savvy and fan-first attitude we’re simplifying and modernizing the ticketing industry. We are looking for a Data Engineer to join SeatGeek’s Finance Engineering team. FinEng is a dedicated team focused on getting our arms around the finance and accounting data that SeatGeek generates across the business. As a Data Engineer, you will own our Finance Data Warehouse and the tooling we use to get financ…",https://www.adzuna.com/details/5283372337?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
41,5283340826,Data Services Solution Architect,Arkus,"New York City, New York",105000.0,140000.0,2025-07-04T01:33:57Z,IT Jobs,"Job Title : Data Services Solution Architect Job Summary : We are seeking a highly skilled Technical Consultant with a strong background in Data Analytics to join our team. The ideal candidate will have a deep understanding of data-driven decision-making, advanced analytics techniques, and the ability to work directly with clients to implement tailored solutions. You will work closely with cross-functional teams, providing technical expertise, strategic advice, and actionable insights to optimi…",https://www.adzuna.com/details/5283340826?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
42,5282382869,Services Data Governance Foundation Lead Analyst - VP -,Citigroup,"New York City, New York",103702.95,103702.95,2025-07-03T14:44:36Z,IT Jobs,"The Data Governance Foundation Lead Analyst is responsible for contributing to the directional strategy and assisting in creation and modification of Enterprise Data Governance Strategy, and/or Data Risk and Control Framework and Data Risk Taxonomy. The focus of this role may be on one or more of the following areas: assisting in identification, measurement and reporting, data policy adoption and compliance, data controls framework performance and issue management process, and regulatory and au…",https://www.adzuna.com/details/5282382869?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
43,5280244768,Analytics Engineer - Remote,Seismic Software,"Grand Central, Manhattan",104621.02,104621.02,2025-07-02T12:31:10Z,IT Jobs,"Seismic is the global leader in AI-powered enablement, empowering go-to-market leaders to drive strategic growth and deliver exceptional customer experiences at scale. The Seismic Enablement Cloud™ is the only unified AI-powered platform that prepares customer-facing teams with the skills, content, tools, and insights needed to maximize every buyer interaction and strengthen client relationships. Trusted by more than 2,000 organizations worldwide, Seismic helps businesses achieve measurable out…",https://www.adzuna.com/details/5280244768?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
44,5280242635,Senior Search Performance Business Analyst - Remote,Algolia,"Grand Central, Manhattan",127292.62,127292.62,2025-07-02T12:30:38Z,IT Jobs,"At Algolia, we are passionate about our customers and about improving their business outcomes with optimized search solutions. We are seeking an experienced Senior Search Performance Analyst to join our Professional Services Org in the Business Strategy and Optimization Services team. The team collaborates with customers throughout their journey with Algolia from pre-sales to post-sales and renewal. It serves as trusted advisors who understand customers business challenges, configure the right …",https://www.adzuna.com/details/5280242635?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
45,5279230030,Sr. Director – Data Digitization and Automation – Analytical Portfolio,Standard & Poor'S Financial Service,"New York City, New York",150000.0,250000.0,2025-07-02T02:42:39Z,IT Jobs,"About the Role: Grade Level (for internal use): 14 The Role : Sr. Director – Data Digitization and Automation – Analytical Portfolio Location : New York, NY Job Overview : We are seeking an experienced and visionary Head of Engineering to lead a high-performing team focused on data digitization and automation within the analytical engineering portfolio. This is a senior leadership role, and the ideal candidate will bring a strategic mindset combined with hands-on expertise in modern technologie…",https://www.adzuna.com/details/5279230030?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
46,5277187517,Data Science Analyst II-Geriatric and Palliative Medicine,Mount Sinai Health System,"East Harlem, Manhattan",105989.21,105989.21,2025-07-01T06:43:41Z,IT Jobs,"Description The Data Science Analyst II collaborates with stakeholders from across the organization to develop sophisticated analytics to provide information, insights and BI (Business Intelligence) solutions that contribute to sound strategic planning, decision-making, goal setting, and effective performance measurement. The Data Science Analyst II demonstrates sound and a more advanced understanding of the healthcare domain, technical data manipulation and analytic development skills and impa…",https://www.adzuna.com/details/5277187517?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
47,5275877792,Data Engineer,MSCI Inc.,"Church Street, Manhattan",91427.16,91427.16,2025-06-30T12:01:37Z,IT Jobs,"The Data Engineer will work in a fast-paced environment, engaging with a variety of investment and technology professionals inside and outside the firm. Primary responsibilities include establishing new data feeds with banks and data vendors, and supporting the growth of the Firm by centralizing and automating integration processes. Data Engineers demonstrate a high attention to detail, confidence, and entrepreneurial mindset. Candidates should be comfortable working in a team environment, whil…",https://www.adzuna.com/details/5275877792?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
